Vendor,SKU,Asset Type,Asset Sub Type,Description,Model
Adobe,65110642AB03A00,,,After Effects,
Adobe,65110691AA01A00,,,After Effects,
Adobe,65110691AA02A00,,,After Effects,
Adobe,65110691AA03A00,,,After Effects,
Adobe,65110691AA04A00,,,After Effects,
Adobe,65110691AC01A00,,,After Effects,
Adobe,65110691AC02A00,,,After Effects,
Adobe,65110691AD01A00,,,After Effects,
Adobe,65110691AD02A00,,,After Effects,
Adobe,65110692AA01A00,,,After Effects,
Adobe,65110691AF01A00,,,After Effects,
Adobe,65110692AA02A00,,,After Effects,
Adobe,65110692AA03A00,,,After Effects,
Adobe,65110692AC01A00,,,After Effects,
Adobe,65110692AA04A00,,,After Effects,
Adobe,65110692AC02A00,,,After Effects,
Adobe,65110692AD01A00,,,After Effects,
Adobe,65110692AD02A00,,,After Effects,
Adobe,65110692AF01A00,,,After Effects,
Adobe,65110967AD01A24,,,,
Adobe,65111394AA01A00,,,Creative Suite Design Premium,
Adobe,65111394AA04A00,,,Creative Suite Design Premium,
Adobe,65111394AA02A00,,,Creative Suite Design Premium,
Adobe,65111394AA03A00,,,Creative Suite Design Premium,
Adobe,65111394AB01A00,,,Creative Suite Design Premium,
Adobe,65111394AB02A00,,,Creative Suite Design Premium,
Adobe,65111394AB03A00,,,Creative Suite Design Premium,
Adobe,65111394AC02A00,,,Creative Suite Design Premium,
Adobe,65111394AC01A00,,,Creative Suite Design Premium,
Adobe,65111394AD01A00,,,Creative Suite Design Premium,
Adobe,65111394AD02A00,,,Creative Suite Design Premium,
Adobe,65111394AE01A00,,,Creative Suite Design Premium,
Adobe,65111394AE02A00,,,Creative Suite Design Premium,
Adobe,65111433AA01A00,,,Creative Suite Design Premium,
Adobe,65111394AF01A00,,,Creative Suite Design Premium,
Adobe,65111433AA02A00,,,Creative Suite Design Premium,
Adobe,65111433AA03A00,,,Creative Suite Design Premium,
Adobe,65111433AA04A00,,,Creative Suite Design Premium,
Adobe,65111433AC01A00,,,Creative Suite Design Premium,
Adobe,65111433AD01A00,,,Creative Suite Design Premium,
Adobe,65111433AC02A00,,,Creative Suite Design Premium,
Adobe,65111433AD02A00,,,Creative Suite Design Premium,
Adobe,65111433AF01A00,,,Creative Suite Design Premium,
Adobe,65111437AA01A00,,,Creative Suite Design Premium,
Adobe,65111437AA02A00,,,Creative Suite Design Premium,
Adobe,65111437AA03A00,,,Creative Suite Design Premium,
Adobe,65111437AA04A00,,,Creative Suite Design Premium,
Adobe,65111437AC01A00,,,Creative Suite Design Premium,
Adobe,65111437AC02A00,,,Creative Suite Design Premium,
Adobe,65111437AD02A00,,,Creative Suite Design Premium,
Adobe,65111437AD01A00,,,Creative Suite Design Premium,
Adobe,65111481AB01A00,,,Creative Suite Design Premium,
Adobe,65111481AB02A00,,,Creative Suite Design Premium,
Adobe,65111437AF01A00,,,Creative Suite Design Premium,
Adobe,65111481AB03A00,,,Creative Suite Design Premium,
Adobe,65111488AB02A00,,,Creative Suite Design Premium,
Adobe,65111488AB01A00,,,Creative Suite Design Premium,
Adobe,65111488AB03A00,,,Creative Suite Design Premium,
Adobe,65111527AA01A00,,,Creative Suite Design Premium,
Adobe,65111527AA02A00,,,Creative Suite Design Premium,
Adobe,65111527AA03A00,,,Creative Suite Design Premium,
Adobe,65111527AA04A00,,,Creative Suite Design Premium,
Adobe,65111527AC01A00,,,Creative Suite Design Premium,
Adobe,65111527AC02A00,,,Creative Suite Design Premium,
Adobe,65111527AD01A00,,,Creative Suite Design Premium,
Adobe,65111527AF01A00,,,Creative Suite Design Premium,
Adobe,65111527AD02A00,,,Creative Suite Design Premium,
Adobe,65111531AA01A00,,,Creative Suite Design Premium,
Adobe,65111531AA03A00,,,Creative Suite Design Premium,
Adobe,65111531AA02A00,,,Creative Suite Design Premium,
Adobe,65111531AA04A00,,,Creative Suite Design Premium,
Adobe,65111531AC01A00,,,Creative Suite Design Premium,
Adobe,65111531AC02A00,,,Creative Suite Design Premium,
Adobe,65111531AD02A00,,,Creative Suite Design Premium,
Adobe,65111531AD01A00,,,Creative Suite Design Premium,
Adobe,65111531AF01A00,,,Creative Suite Design Premium,
Adobe,65111659AA02A00,,,Creative Suite Design Premium,
Adobe,65111659AA03A00,,,Creative Suite Design Premium,
Adobe,65111659AD01A00,,,Creative Suite Design Premium,
Adobe,65111659AS,,,Creative Suite Design Premium,
Adobe,65111659FA,,,Creative Suite Design Premium,
Adobe,65111690,,,Creative Suite Design Premium,
Adobe,65111691,,,Creative Suite Design Premium,
Adobe,65111744AA01A00,,,Creative Suite Design Premium,
Adobe,65111744AA02A00,,,Creative Suite Design Premium,
Adobe,65111744AA03A00,,,Creative Suite Design Premium,
Adobe,65111744AA04A00,,,Creative Suite Design Premium,
Adobe,65111744AC02A00,,,Creative Suite Design Premium,
Adobe,65111744AC01A00,,,Creative Suite Design Premium,
Adobe,65111744AD01A00,,,Creative Suite Design Premium,
Adobe,65111744AD02A00,,,Creative Suite Design Premium,
Adobe,65111744AF01A00,,,Creative Suite Design Premium,
Adobe,65111745AA01A00,,,Creative Suite Design Premium,
Adobe,65111745AA02A00,,,Creative Suite Design Premium,
Adobe,65111745AA03A00,,,Creative Suite Design Premium,
Adobe,65111745AC01A00,,,Creative Suite Design Premium,
Adobe,65111745AA04A00,,,Creative Suite Design Premium,
Adobe,65111745AD01A00,,,Creative Suite Design Premium,
Adobe,65111745AC02A00,,,Creative Suite Design Premium,
Adobe,65111745AD02A00,,,Creative Suite Design Premium,
Adobe,65111761AA01A00,,,Creative Suite Design Premium,
Adobe,65111745AF01A00,,,Creative Suite Design Premium,
Adobe,65111761AA02A00,,,Creative Suite Design Premium,
Adobe,65111761AA03A00,,,Creative Suite Design Premium,
Adobe,65111761AA04A00,,,Creative Suite Design Premium,
Adobe,65111761AC02A00,,,Creative Suite Design Premium,
Adobe,65111761AC01A00,,,Creative Suite Design Premium,
Adobe,65111761AD01A00,,,Creative Suite Design Premium,
Adobe,65111761AD02A00,,,Creative Suite Design Premium,
Adobe,65111761AF01A00,,,Creative Suite Design Premium,
Adobe,65111770AA01A00,,,Creative Suite Design Premium,
Adobe,65111770AA03A00,,,Creative Suite Design Premium,
Adobe,65111770AA02A00,,,Creative Suite Design Premium,
Adobe,65111770AA04A00,,,Creative Suite Design Premium,
Adobe,65111770AC01A00,,,Creative Suite Design Premium,
Adobe,65111770AD01A00,,,Creative Suite Design Premium,
Adobe,65111770AC02A00,,,Creative Suite Design Premium,
Adobe,65111770AF01A00,,,Creative Suite Design Premium,
Adobe,65111770AD02A00,,,Creative Suite Design Premium,
Adobe,65111779,,,Creative Suite Design Premium,
Adobe,65111838FA,,,Creative Suite Design Premium,
Adobe,65111780,,,Creative Suite Design Premium,
Adobe,65111861,,,Creative Suite Design Premium,
Adobe,65111862,,,Creative Suite Design Premium,
Adobe,65111863,,,Creative Suite Design Premium,
Adobe,65111864,,,Creative Suite Design Premium,
Adobe,65111926AA01A00,,,Creative Suite Design Premium,
Adobe,65111926AA03A00,,,Creative Suite Design Premium,
Adobe,65111926AA02A00,,,Creative Suite Design Premium,
Adobe,65111926AA04A00,,,Creative Suite Design Premium,
Adobe,65111926AC01A00,,,Creative Suite Design Premium,
Adobe,65111926AC02A00,,,Creative Suite Design Premium,
Adobe,65111926AD01A00,,,Creative Suite Design Premium,
Adobe,65111926AD02A00,,,Creative Suite Design Premium,
Adobe,65111933AA01A00,,,Creative Suite Design Premium,
Adobe,65111926AF01A00,,,Creative Suite Design Premium,
Adobe,65111933AA02A00,,,Creative Suite Design Premium,
Adobe,65111933AA04A00,,,Creative Suite Design Premium,
Adobe,65111933AA03A00,,,Creative Suite Design Premium,
Adobe,65111933AD01A00,,,Creative Suite Design Premium,
Adobe,65111933AC01A00,,,Creative Suite Design Premium,
Adobe,65111933AC02A00,,,Creative Suite Design Premium,
Adobe,65111933AD02A00,,,Creative Suite Design Premium,
Adobe,65112002AA01A00,,,Creative Suite Design Premium,
Adobe,65111933AF01A00,,,Creative Suite Design Premium,
Adobe,65112002AA02A00,,,Creative Suite Design Premium,
Adobe,65112002AA04A00,,,Creative Suite Design Premium,
Adobe,65112002AA03A00,,,Creative Suite Design Premium,
Adobe,65112002AC01A00,,,Creative Suite Design Premium,
Adobe,65112002AD01A00,,,Creative Suite Design Premium,
Adobe,65112002AD02A00,,,Creative Suite Design Premium,
Adobe,65112002AC02A00,,,Creative Suite Design Premium,
Adobe,65112062AA01A00,,,Creative Suite Design Premium,
Adobe,65112002AF01A00,,,Creative Suite Design Premium,
Adobe,65112062AA03A00,,,Creative Suite Design Premium,
Adobe,65112062AA04A00,,,Creative Suite Design Premium,
Adobe,65112062AC02A00,,,Creative Suite Design Premium,
Adobe,65112062AC01A00,,,Creative Suite Design Premium,
Adobe,65112062AA02A00,,,Creative Suite Design Premium,
Adobe,65112062AD01A00,,,Creative Suite Design Premium,
Adobe,65112062AD02A00,,,Creative Suite Design Premium,
Adobe,65112138AA02A00,,,Creative Suite Design Premium,
Adobe,65112062AF01A00,,,Creative Suite Design Premium,
Adobe,65112138AA01A00,,,Creative Suite Design Premium,
Adobe,65112138AA04A00,,,Creative Suite Design Premium,
Adobe,65112138AB01A00,,,Creative Suite Design Premium,
Adobe,65112138AA03A00,,,Creative Suite Design Premium,
Adobe,65112138AB03A00,,,Creative Suite Design Premium,
Adobe,65112138AB02A00,,,Creative Suite Design Premium,
Adobe,65112138AC01A00,,,Creative Suite Design Premium,
Adobe,65112138AC02A00,,,Creative Suite Design Premium,
Adobe,65112138AD01A00,,,Creative Suite Design Premium,
Adobe,65112138AD02A00,,,Creative Suite Design Premium,
Adobe,65112138AE01A00,,,Creative Suite Design Premium,
Adobe,65112138AE02A00,,,Creative Suite Design Premium,
Adobe,65112138AF01A00,,,Creative Suite Design Premium,
Adobe,65112152AA02A00,,,Creative Suite Design Premium,
Adobe,65112152AA01A00,,,Creative Suite Design Premium,
Adobe,65112152AA03A00,,,Creative Suite Design Premium,
Adobe,65112152AC01A00,,,Creative Suite Design Premium,
Adobe,65112152AA04A00,,,Creative Suite Design Premium,
Adobe,65112152AC02A00,,,Creative Suite Design Premium,
Adobe,65112152AD02A00,,,Creative Suite Design Premium,
Adobe,65112152AD01A00,,,Creative Suite Design Premium,
Adobe,65112152AF01A00,,,Creative Suite Design Premium,
Adobe,65112158AA01A00,,,Creative Suite Design Premium,
Adobe,65112158AA02A00,,,Creative Suite Design Premium,
Adobe,65112158AA03A00,,,Creative Suite Design Premium,
Adobe,65112158AA04A00,,,Creative Suite Design Premium,
Adobe,65112158AC02A00,,,Creative Suite Design Premium,
Adobe,65112158AC01A00,,,Creative Suite Design Premium,
Adobe,65112158AD01A00,,,Creative Suite Design Premium,
Adobe,65112158AD02A00,,,Creative Suite Design Premium,
Adobe,65112244AA01A00,,,Creative Suite Design Premium,
Adobe,65112158AF01A00,,,Creative Suite Design Premium,
Adobe,65112244AA02A00,,,Creative Suite Design Premium,
Adobe,65112244AA04A00,,,Creative Suite Design Premium,
Adobe,65112244AA03A00,,,Creative Suite Design Premium,
Adobe,65112244AC02A00,,,Creative Suite Design Premium,
Adobe,65112244AC01A00,,,Creative Suite Design Premium,
Adobe,65112244AD01A00,,,Creative Suite Design Premium,
Adobe,65112244AD02A00,,,Creative Suite Design Premium,
Adobe,65112244AF01A00,,,Creative Suite Design Premium,
Adobe,65112245AA01A00,,,Creative Suite Design Premium,
Adobe,65112245AA02A00,,,Creative Suite Design Premium,
Adobe,65112245AA03A00,,,Creative Suite Design Premium,
Adobe,65112245AA04A00,,,Creative Suite Design Premium,
Adobe,65112245AC02A00,,,Creative Suite Design Premium,
Adobe,65112245AC01A00,,,Creative Suite Design Premium,
Adobe,65112245AD01A00,,,Creative Suite Design Premium,
Adobe,65112245AF01A00,,,Creative Suite Design Premium,
Adobe,65112245AD02A00,,,Creative Suite Design Premium,
Adobe,65112305AB01A00,,,Creative Suite Design Premium,
Adobe,65112305AB02A00,,,Creative Suite Design Premium,
Adobe,65112305AB03A00,,,Creative Suite Design Premium,
Adobe,65112316AB01A00,,,Creative Suite Design Premium,
Adobe,65112316AB02A00,,,Creative Suite Design Premium,
Adobe,65112316AB03A00,,,Creative Suite Design Premium,
Adobe,65112387AA01A00,,,Creative Suite Design Premium,
Adobe,65112387AA02A00,,,Creative Suite Design Premium,
Adobe,65112387AA03A00,,,Creative Suite Design Premium,
Adobe,65112387AC01A00,,,Creative Suite Design Premium,
Adobe,65112387AA04A00,,,Creative Suite Design Premium,
Adobe,65112387AC02A00,,,Creative Suite Design Premium,
Adobe,65112387AD01A00,,,Creative Suite Design Premium,
Adobe,65112387AD02A00,,,Creative Suite Design Premium,
Adobe,65112387AF01A00,,,Creative Suite Design Premium,
Adobe,65112392AA02A00,,,Creative Suite Design Premium,
Adobe,65112392AA01A00,,,Creative Suite Design Premium,
Adobe,65112392AA03A00,,,Creative Suite Design Premium,
Adobe,65112392AA04A00,,,Creative Suite Design Premium,
Adobe,65112392AC01A00,,,Creative Suite Design Premium,
Adobe,65112392AD01A00,,,Creative Suite Design Premium,
Adobe,65112392AC02A00,,,Creative Suite Design Premium,
Adobe,65112392AD02A00,,,Creative Suite Design Premium,
Adobe,65112392AF01A00,,,Creative Suite Design Premium,
Adobe,65112410,,,Creative Suite Design Premium,
Adobe,65112410AA00A00,,,Creative Suite Design Premium,
Adobe,65112410AB00A00,,,Creative Suite Design Premium,
Adobe,65112410AC00A00,,,Creative Suite Design Premium,
Adobe,65112410AD00A00,,,Creative Suite Design Premium,
Adobe,65112410AE00A00,,,Creative Suite Design Premium,
Adobe,65112410AF00A00,,,Creative Suite Design Premium,
Adobe,65112410AJ00A00,,,Creative Suite Design Premium,
Adobe,65112411,,,Creative Suite Design Premium,
Adobe,65112411AA00A00,,,Creative Suite Design Premium,
Adobe,65112411AB00A00,,,Creative Suite Design Premium,
Adobe,65112411AD00A00,,,Creative Suite Design Premium,
Adobe,65112411AC00A00,,,Creative Suite Design Premium,
Adobe,65112411AE00A00,,,Creative Suite Design Premium,
Adobe,65112411AF00A00,,,Creative Suite Design Premium,
Adobe,65112411AJ00A00,,,Creative Suite Design Premium,
Adobe,65112424AA00A00,,,Creative Suite Design Premium,
Adobe,65112424,,,Creative Suite Design Premium,
Adobe,65112424AB00A00,,,Creative Suite Design Premium,
Adobe,65112424AC00A00,,,Creative Suite Design Premium,
Adobe,65112424AD00A00,,,Creative Suite Design Premium,
Adobe,65112424AE00A00,,,Creative Suite Design Premium,
Adobe,65112424AF00A00,,,Creative Suite Design Premium,
Adobe,65112424AJ00A00,,,Creative Suite Design Premium,
Adobe,65112425AA00A00,,,Creative Suite Design Premium,
Adobe,65112425,,,Creative Suite Design Premium,
Adobe,65112425AB00A00,,,Creative Suite Design Premium,
Adobe,65112425AC00A00,,,Creative Suite Design Premium,
Adobe,65112425AD00A00,,,Creative Suite Design Premium,
Adobe,65112425AE00A00,,,Creative Suite Design Premium,
Adobe,65112425AF00A00,,,Creative Suite Design Premium,
Adobe,65112425AJ00A00,,,Creative Suite Design Premium,
Adobe,65112491AA01A00,,,Creative Suite Design Premium,
Adobe,65112491AA03A00,,,Creative Suite Design Premium,
Adobe,65112491AA02A00,,,Creative Suite Design Premium,
Adobe,65112491AA04A00,,,Creative Suite Design Premium,
Adobe,65112491AC01A00,,,Creative Suite Design Premium,
Adobe,65112491AD01A00,,,Creative Suite Design Premium,
Adobe,65112491AC02A00,,,Creative Suite Design Premium,
Adobe,65112491AF01A00,,,Creative Suite Design Premium,
Adobe,65112491AD02A00,,,Creative Suite Design Premium,
Adobe,65112500AA01A00,,,Creative Suite Design Premium,
Adobe,65112500AA02A00,,,Creative Suite Design Premium,
Adobe,65112500AA03A00,,,Creative Suite Design Premium,
Adobe,65112500AC01A00,,,Creative Suite Design Premium,
Adobe,65112500AA04A00,,,Creative Suite Design Premium,
Adobe,65112500AC02A00,,,Creative Suite Design Premium,
Adobe,65112500AD01A00,,,Creative Suite Design Premium,
Adobe,65112500AD02A00,,,Creative Suite Design Premium,
Adobe,65112500AF01A00,,,Creative Suite Design Premium,
Adobe,65112585AA01A00,,,Creative Suite Design Premium,
Adobe,65112585AA02A00,,,Creative Suite Design Premium,
Adobe,65112585AA04A00,,,Creative Suite Design Premium,
Adobe,65112585AA03A00,,,Creative Suite Design Premium,
Adobe,65112585AC01A00,,,Creative Suite Design Premium,
Adobe,65112585AD01A00,,,Creative Suite Design Premium,
Adobe,65112585AC02A00,,,Creative Suite Design Premium,
Adobe,65112585AD02A00,,,Creative Suite Design Premium,
Adobe,65112585AF01A00,,,Creative Suite Design Premium,
Adobe,65112595AA01A00,,,Creative Suite Design Premium,
Adobe,65112595AA02A00,,,Creative Suite Design Premium,
Adobe,65112595AA03A00,,,Creative Suite Design Premium,
Adobe,65112595AA04A00,,,Creative Suite Design Premium,
Adobe,65112595AC01A00,,,Creative Suite Design Premium,
Adobe,65112595AC02A00,,,Creative Suite Design Premium,
Adobe,65112595AD02A00,,,Creative Suite Design Premium,
Adobe,65112595AD01A00,,,Creative Suite Design Premium,
Adobe,65112595AF01A00,,,Creative Suite Design Premium,
Adobe,65112636,,,Creative Suite Design Premium,
Adobe,65112637,,,Creative Suite Design Premium,
Adobe,65112649,,,Creative Suite Design Premium,
Adobe,65112648,,,Creative Suite Design Premium,
Adobe,65112678,,,Creative Suite Design Premium,
Adobe,65112680,,,Creative Suite Design Premium,
Adobe,65112679,,,Creative Suite Design Premium,
Adobe,65112681,,,Creative Suite Design Premium,
Adobe,65112735,,,Creative Suite Design Premium,
Adobe,65112736,,,Creative Suite Design Premium,
Adobe,65112745,,,Creative Suite Design Premium,
Adobe,65112786,,,Creative Suite Design Premium,
Adobe,65112746,,,Creative Suite Design Premium,
Adobe,65112785,,,Creative Suite Design Premium,
Adobe,65112790,,,Creative Suite Design Premium,
Adobe,65112824,,,Creative Suite Design Premium,
Adobe,65112789,,,Creative Suite Design Premium,
Adobe,65112826,,,Creative Suite Design Premium,
Adobe,65112825,,,Creative Suite Design Premium,
Adobe,65112827,,,Creative Suite Design Premium,
Adobe,65112836,,,Creative Suite Design Premium,
Adobe,65112837,,,Creative Suite Design Premium,
Adobe,65112838,,,Creative Suite Design Premium,
Adobe,65112839,,,Creative Suite Design Premium,
Adobe,65112863,,,Creative Suite Design Premium,
Adobe,65112864,,,Creative Suite Design Premium,
Adobe,65112990AB01A00,,,Creative Suite Design Premium,
Adobe,65112870,,,Creative Suite Design Premium,
Adobe,65112869,,,Creative Suite Design Premium,
Adobe,65112990AB02A00,,,Creative Suite Design Premium,
Adobe,65112990AE01A00,,,Creative Suite Design Premium,
Adobe,65112990AB03A00,,,Creative Suite Design Premium,
Adobe,65112996AB01A00,,,Creative Suite Design Premium,
Adobe,65112990AE02A00,,,Creative Suite Design Premium,
Adobe,65112996AB02A00,,,Creative Suite Design Premium,
Adobe,65112996AE01A00,,,Creative Suite Design Premium,
Adobe,65112996AB03A00,,,Creative Suite Design Premium,
Adobe,65112996AE02A00,,,Creative Suite Design Premium,
Adobe,65113024AB01A00,,,Creative Suite Design Premium,
Adobe,65113024AB03A00,,,Creative Suite Design Premium,
Adobe,65113060AB01A00,,,Creative Suite Design Premium,
Adobe,65113060AB02A00,,,Creative Suite Design Premium,
Adobe,65113060AB03A00,,,Creative Suite Design Premium,
Adobe,65113061,,,Creative Suite Design Premium,
Adobe,65113024AB02A00,,,Creative Suite Design Premium,
Adobe,65113061AB00A00,,,Creative Suite Design Premium,
Adobe,65113061AE00A00,,,Creative Suite Design Premium,
Adobe,65113062,,,Creative Suite Design Premium,
Adobe,65113062AE00A00,,,Creative Suite Design Premium,
Adobe,65113062AB00A00,,,Creative Suite Design Premium,
Adobe,65113063,,,Creative Suite Design Premium,
Adobe,65113063AB00A00,,,Creative Suite Design Premium,
Adobe,65113063AE00A00,,,Creative Suite Design Premium,
Adobe,65113064,,,Creative Suite Design Premium,
Adobe,65113064AB00A00,,,Creative Suite Design Premium,
Adobe,65113064AE00A00,,,Creative Suite Design Premium,
Adobe,65113140,,,Creative Suite Design Premium,
Adobe,65113140AB00A00,,,Creative Suite Design Premium,
Adobe,65113140AE00A00,,,Creative Suite Design Premium,
Adobe,65113141,,,Creative Suite Design Premium,
Adobe,65113141AB00A00,,,Creative Suite Design Premium,
Adobe,65113141AE00A00,,,Creative Suite Design Premium,
Adobe,65113157,,,Creative Suite Design Premium,
Adobe,65113157AB00A00,,,Creative Suite Design Premium,
Adobe,65113157AE00A00,,,Creative Suite Design Premium,
Adobe,65113161,,,Creative Suite Design Premium,
Adobe,65113161AB00A00,,,Creative Suite Design Premium,
Adobe,65113161AE00A00,,,Creative Suite Design Premium,
Adobe,65113210AB01A00,,,Creative Suite Design Premium,
Adobe,65113210AB02A00,,,Creative Suite Design Premium,
Adobe,65113210AB03A00,,,Creative Suite Design Premium,
Adobe,65113210AE02A00,,,Creative Suite Design Premium,
Adobe,65113210AE01A00,,,Creative Suite Design Premium,
Adobe,65113214AB01A00,,,Creative Suite Design Premium,
Adobe,65113214AB02A00,,,Creative Suite Design Premium,
Adobe,65113214AB03A00,,,Creative Suite Design Premium,
Adobe,65113214AE01A00,,,Creative Suite Design Premium,
Adobe,65113252,,,Creative Suite Design Premium,
Adobe,65113214AE02A00,,,Creative Suite Design Premium,
Adobe,65113252AB00A00,,,Creative Suite Design Premium,
Adobe,65113586,,,Creative Suite Production Premium,
Adobe,65113252AE00A00,,,Creative Suite Design Premium,
Adobe,65113621,,,Creative Suite Production Premium,
Adobe,65113587,,,Creative Suite Production Premium,
Adobe,65113622,,,Creative Suite Production Premium,
Adobe,65113629,,,Creative Suite Production Premium,
Adobe,65113635,,,Creative Suite Production Premium,
Adobe,65113630,,,Creative Suite Production Premium,
Adobe,65113636,,,Creative Suite Production Premium,
Adobe,65113718,,,Creative Suite Production Premium,
Adobe,65113718AB00A00,,,Creative Suite Production Premium,
Adobe,65113718AE00A00,,,Creative Suite Production Premium,
Adobe,65113721,,,Creative Suite Production Premium,
Adobe,65113722,,,Creative Suite Production Premium,
Adobe,65113724,,,Creative Suite Production Premium,
Adobe,65113723,,,Creative Suite Production Premium,
Adobe,65113725,,,Creative Suite Production Premium,
Adobe,65113727,,,Creative Suite Production Premium,
Adobe,65113726,,,Creative Suite Production Premium,
Adobe,65113790AB02A00,,,Creative Suite Production Premium,
Adobe,65113790AB01A00,,,Creative Suite Production Premium,
Adobe,65113728,,,Creative Suite Production Premium,
Adobe,65113790AE01A00,,,Creative Suite Production Premium,
Adobe,65113790AB03A00,,,Creative Suite Production Premium,
Adobe,65113790AE02A00,,,Creative Suite Production Premium,
Adobe,65113791AB02A00,,,Creative Suite Production Premium,
Adobe,65113791AB03A00,,,Creative Suite Production Premium,
Adobe,65113791AB01A00,,,Creative Suite Production Premium,
Adobe,65113791AE02A00,,,Creative Suite Production Premium,
Adobe,65113791AE01A00,,,Creative Suite Production Premium,
Adobe,65113911,,,Creative Suite Production Premium,
Adobe,65113912,,,Creative Suite Production Premium,
Adobe,65113914,,,Creative Suite Production Premium,
