Vendor,SKU,Asset Type,Asset Sub Type,Description,Model
Apple,MW6W2LL/A,Computer,Tablet,"Apple 10.2-inch iPad Wi-Fi + Cellular - 7th generation - tablet - 32 GB - 10.2"" IPS (2160 x 1620) - 3G, 4G - LTE - space gray", iPad 10.2-inch Wi-Fi + Cellular 7th generation
Apple,MW742LL/A,Computer,Tablet,"Apple 10.2-inch iPad Wi-Fi - 7th generation - tablet - 32 GB - 10.2""","Apple 10.2-inch iPad Wi-Fi - 7th generation - tablet - 32 GB - 10.2"""
Apple,MW702LL/A,Computer,Tablet,Apple 10.2-inch iPad Wi-Fi + Cellular - 7th generation - tablet - 128 GB -,Apple 10.2-inch iPad Wi-Fi + Cellular - 7th generation - tablet - 128 GB -
Apple,MW752LL/A,Computer,Tablet,"Apple 10.2-inch iPad Wi-Fi - 7th generation - tablet - 32 GB - 10.2"" IPS (2160 x 1620) - silver",iPad 10.2-inch Wi-Fi 7th generation
Apple,MW983ZM/A,Consumable,Carrying Case,Apple Smart - flip cover for tablet,Apple Smart - flip cover for tablet
Apple,MW762LL/A,Computer,Tablet,"Apple 10.2-inch iPad Wi-Fi - 7th generation - tablet - 32 GB - 10.2"" IPS (2160 x 1620) - gold",iPad 10.2-inch Wi-Fi 7th generation
Apple,MW772LL/A,MobileDevice,Tablet,"iPad 10.2"", 128GB, WiFi, Space Gray",iPad
Apple,MWR23LL/A,PeripheralDevice,Laptop Keyboard,Apple Magic Keyboard for iPad Pro 11‑inch (M4) - US English - Black,Magic Keyboard for iPad Pro 11‑inch (M4) - US English - Black
Apple,MWP52LL/A,Computer,Laptop,"Apple MacBook Pro with Touch Bar - 13.3"" - Core i5 - 16 GB RAM - 1 TB SSD -","Apple MacBook Pro with Touch Bar - 13.3"" - Core i5 - 16 GB RAM - 1 TB SSD -"
Apple,MWW12LL/A,Consumable,Watch,"Watch Series 5 GPS+Cellular, 44mm Space Gray Aluminum Case with Black Sport Band",
Apple,MX0J2AM/A,Consumable,Cable,,
Apple,MX2D3AM/A,PeripheralDevice,Stylus,"Apple Pencil Pro - Active stylus - gyroscopic - Bluetooth - for Apple 11-inch iPad Air (M2), 13-inch iPad Air (M2), 11-inch iPad Pro (M4), 13-inch iPad Pro (M4)",S29574115
Apple,MX2F3LL/A,Computer,Laptop,,
Apple,MX2K3LL/A,Computer,Laptop,Apple MacBook Pro - 14.2 - Apple M4 Max - 36 GB RAM - 1 TB,Apple MacBook Pro - 14.2 - Apple M4 Max - 36 GB RAM - 1 TB
Apple,MX2V3LL/A,Computer,Laptop,Apple MacBook Pro - 16.2 - Apple M4 Max - 36 GB RAM - 1 TB,MX2V3LL/A
Apple,MX2X3LL/A,Computer,Laptop,Apple MacBook Pro - 16.2 - Apple M4 Pro - 24 GB RAM - 512 G,Apple MacBook Pro - 16.2 - Apple M4 Pro - 24 GB RAM - 512 G
Apple,MX4U2ZM/A,Consumable,Carrying Case,Apple Smart - screen cover for tablet,Apple Smart - screen cover for tablet
Apple,MXCT3LL/A,Computer,Laptop,Apple MacBook Air - 13.6 - Apple M3 - 16 GB RAM - 512 GB SS,Apple MacBook Air - 13.6 - Apple M3 - 16 GB RAM - 512 GB SS
Apple,MXDC2LL/A,Computer,Tablet,"Apple 11-inch iPad Pro Wi-Fi - 2nd generation - tablet - 256 GB - 11"" IPS (2388 x 1668) - space gray",iPad Pro 11-inch Wi-Fi 2nd generation
Apple,MXDD2LL/A,MobileDevice,Tablet,"Apple iPad Pro 11-inch Wi-Fi - 2nd generation - tablet - 256 GB - 11""",iPad Pro
Apple,MXDE2LL/A,Computer,Tablet,"Apple 11-inch iPad Pro Wi-Fi - 2nd generation - tablet - 512 GB - 11""","Apple 11-inch iPad Pro Wi-Fi - 2nd generation - tablet - 512 GB - 11"""
Apple,MXEX2LL/A,Computer,Tablet,Apple 11-inch iPad Pro Wi-Fi + Cellular - 2nd generation - tablet - 256 GB,Apple 11-inch iPad Pro Wi-Fi + Cellular - 2nd generation - tablet - 256 GB
Apple,MXE03LL/A,Computer,Laptop,Apple MacBook Pro - 14.2 - Apple M3 - 16 GB RAM - 1 TB SSD,Apple MacBook Pro - 14.2 - Apple M3 - 16 GB RAM - 1 TB SSD
Apple,MXFX2LL/A,Computer,Tablet,Apple 12.9-inch iPad Pro Wi-Fi + Cellular - 4th generation - tablet - 256 G,Apple 12.9-inch iPad Pro Wi-Fi + Cellular - 4th generation - tablet - 256 G
Apple,MXLY2AM/A,Consumable,Cable,,
Apple,MXEY2LL/A,Computer,Tablet,Apple 11-inch iPad Pro Wi-Fi + Cellular - 2nd generation - tablet - 512 GB,Apple 11-inch iPad Pro Wi-Fi + Cellular - 2nd generation - tablet - 512 GB
Apple,MXNL2LL/A,Consumable,Keyboard,Apple Smart - keyboard and folio case - QWERTY - US,Apple Smart - keyboard and folio case - QWERTY - US
Apple,MXNK2LL/A,Consumable,Keyboard,Apple Smart - keyboard and folio case - QWERTY - US,Apple Smart - keyboard and folio case - QWERTY - US
Apple,MXUU3LL/A,MobileDevice,Smart Phone,Apple iPhone 16 Plus 128 GB White,Apple iPhone 16 Plus 128 GB White
Apple,MY1W2AM/A,Consumable,Power Adapter,Apple USB-C - power adapter - 30 Watt,Apple USB-C - power adapter - 30 Watt
Apple,MY232LL/A,Computer,Tablet,"Apple 11-inch iPad Pro Wi-Fi - 2nd generation - tablet - 128 GB - 11""","Apple 11-inch iPad Pro Wi-Fi - 2nd generation - tablet - 128 GB - 11"""
Apple,MYFM2LL/A,Computer,Tablet,"Apple 10.9-inch iPad Air Wi-Fi - 4th generation - tablet - 64 GB - 10.9"" IPS (2360 x 1640) - space gray",iPad Air 10.9-inch Wi-Fi 4th generation
Apple,MY2H2LL/A,Computer,Tablet,"Apple 12.9-inch iPad Pro Wi-Fi - 4th generation - tablet - 128 GB - 12.9""","Apple 12.9-inch iPad Pro Wi-Fi - 4th generation - tablet - 128 GB - 12.9"""
Apple,MYFN2LL/A,Computer,Tablet,"Apple 10.9-inch iPad Air Wi-Fi - 4th generation - tablet - 64 GB - 10.9"" IPS (2360 x 1640) - silver",iPad Air 10.9-inch Wi-Fi 4th generation
Apple,MYFW2LL/A,Computer,Tablet,"Apple 10.9-inch iPad Air Wi-Fi - 4th generation - tablet - 256 GB - 10.9"" IPS (2360 x 1640) - silver",iPad Air 10.9-inch Wi-Fi 4th generation
Apple,MYG02LL/A,Computer,Tablet,"Apple 10.9-inch iPad Air Wi-Fi - 4th generation - tablet - 256 GB - 10.9"" IPS (2360 x 1640) - green",iPad Air 10.9-inch Wi-Fi 4th generation
Apple,MYL92LL/A,Computer,Tablet,"Apple 10.2-inch iPad Wi-Fi - 8th generation - tablet - 32 GB - 10.2""","Apple 10.2-inch iPad Wi-Fi - 8th generation - tablet - 32 GB - 10.2"""
Apple,MYLA2LL/A,Computer,Tablet,APPLE 10.2 IPAD WIFI 32 SILVER,APPLE 10.2 IPAD WIFI 32 SILVER
Apple,MYLD2LL/A,MobileDevice,Tablet,"iPad 10.2"", 128GB, Wi-Fi, Space Gray",iPad
Apple,MYLF2LL/A,Computer,Tablet,"Apple 10.2-inch iPad Wi-Fi - 8th generation - tablet - 128 GB - 10.2"" IPS (2160 x 1620) - gold",iPad 10.2-inch Wi-Fi 8th generation
Apple,MYML3LL/A,MobileDevice,Smart Phone,Apple iPhone 16 Pro 512 GB Black Titanium,Apple iPhone 16 Pro 512 GB Black Titanium
Apple,MYN72LL/A,MobileDevice,Tablet,"APPLE 10.2-INCH IPAD WI-FI + CELLULAR - 8TH GENERATION - TABLET - 128 GB - 10.2"" - 3G, 4G","APPLE 10.2-INCH IPAD WI-FI + CELLULAR - 8TH GENERATION - TABLET - 128 GB - 10.2"" - 3G, 4G"
Apple,S6048LL/A,Computer,Tablet,AppleCare+ - extended service agreement - 3 years - carry-in,
Apple,S6194LL/A,Computer,Tablet,AppleCare+ - extended service agreement - 3 years - carry-in,
Apple,S6539LL/A,Warranty,Extended,AppleCare+ - Extended service agreement - parts and labor - 2 years (from original purchase date of the equipment) - carry-in - for iPad mini 4,AppleCare+ - Extended service agreement
Apple,S9688LL/A,Warranty,Extended,AppleCare+ - Extended service agreement - parts and labor - 3 years (from original purchase date of the equipment) - carry-in - must be purchased within 60 days of the product purchase - for iMac,S25157326
Apple,S9736LL/A,Computer,Tablet,AppleCare+ - extended service agreement - 3 years,
Apple,S9718LL/A,Warranty,Extended,AppleCare+ - extended service agreement - 3 years,AppleCare+ - extended service agreement - 3 years
Apple,S9764LL/A,Computer,Tablet,AppleCare+ - extended service agreement - 3 years,
Apple,S9775LL/A,Computer,Tablet,AppleCare+ - extended service agreement - 3 years,
Apple,S9788LL/A,Warranty,Extended,AppleCare+ - extended service agreement - 3 years,AppleCare+ - extended service agreement - 3 years
Apple,S9865LL/A,Warranty,Extended,APPLECARE+ - EXTENDED SERVICE AGREEMENT - 2 YEARS - CARRY-IN,APPLECARE+ - EXTENDED SERVICE AGREEMENT
Apple,SAG42LL/A,Warranty,Extended,AppleCare for Enterprise - extended service agreement - 3 years - on-site,
Apple,SAJG2LL/A,Warranty,Extended,AppleCare for Enterprise - extended service agreement - 3 years - on-site,
Apple,SCPG2LL/A,Warranty,Extended,AppleCare+ - extended service agreement - 3 years,
Apple,SDRU2LL/A,Warranty,Extended,AppleCare for Enterprise - extended service agreement - 3 years - on-site,
Apple,SDU42LL/A,Warranty,Extended,AppleCare for Enterprise - extended service agreement - 3 years - on-site,
Apple,SDYP2LL/A,Warranty,Extended,AppleCare+ - extended service agreement - 3 years,
Apple,SEUG2LL/A,Warranty,Extended,AppleCare for Enterprise - extended service agreement - 3 years - on-site,
Apple,SF8C2LL/A,Warranty,Extended,AppleCare+ - extended service agreement - 3 years,
Apple,SF932LL/A,Warranty,Extended,AppleCare+ - extended service agreement - 3 years,AppleCare+ - extended service agreement - 3 years
Apple,SFGA2LL/A,Warranty,Extended,AppleCare for Enterprise - extended service agreement - 3 years - on-site,
Apple,SG6G2LL/A,Warranty,Extended,AppleCare for Enterprise - extended service agreement - 2 years - on-site,
Apple,SG862LL/A,Warranty,Extended,AppleCare for Enterprise - extended service agreement - 3 years - on-site,
Apple,SGAQ2LL/A,Warranty,Extended,AppleCare+ - extended service agreement - 3 years - carry-in,
Apple,SGW12LL/A,Warranty,Extended,APPLE ACE FOR 15 MBA M2 3YR TIER 1,
Apple,SM2X2Z/A,Warranty,Extended,Apple AppleCare+ - extended service agreement for iPad Pro 11-inch - 2 years - carry-in,AppleCare+ extended service agreement for iPad Pro 11-inch - 2 years - carry-in
Apple,SR182LL/A,Warranty,Extended,APPLECARE+ 14-IN MB PRO M4 PRO/M4 MAX,
Apple,SR192LL/A,Warranty,Extended,APPLECARE Plus 16-IN MB PRO M4 PRO/M4 MAX,
Apple,SUWF2LL/A,Warranty,Extended,APPLECARE+ 15-INCH MACBOOK AIR (M4),
Apple,Z0QN-2102000388,Computer,Laptop,"APPLE MBP 13"" RET 2.7GHZ 256GB 16GB (3899169)",MacBook Pro
Apple,Z0PD-2000076747,Computer,Desktop,"iMac 21.5"" QC 2.7GHz Core i5/16GB(2x8GB)/1TB(5400)/IriPro/MagicMouse/NumericKeyboard",iMac
Apple,Z0QP-2102001411,Computer,Laptop,"APPLE MBP 13"" RET 3.1GHZ 1TB 16GB (3899179)",MacBook Pro
Apple,Z0RF-2102377729,Computer,Laptop,APPLE MBP 15IN RET I7 2.8 512GB 16GB (4300044),MacBook Pro
Apple,Z0RL-2102000814,Computer,Laptop,"APPLE MBA 11"" 1.6GHZ 8GB 512GB (3898790)",MacBook Air
Apple,Z0RL-2102306208,Computer,Laptop,"APPLE MBA 11"" 2.2GHZ 512GB 8GB (4218619)",MacBook Air
Apple,Z0SF-2102427115,Computer,Laptop,"APPLE MBP 13"" 2.9GHZ I5 16GB  256GB (4359010)",MacBook Pro
Apple,Z0SH-2102428996,Computer,Laptop,"APPLE MBP 15"" 2.7GHZ I7 512GB 16GB (4359067)",MacBook Pro
Apple,Z0SH-2102428997,Computer,Laptop,"APPLE MBP 15"" 2.7GHZ I7 1TB 16GB (4359068)",MacBook Pro
Apple,Z0TB-2102203852,Computer,Laptop,"APPLE 13"" MBA 2.2 512GB 8GB (4105167)",MacBook Air
Apple,Z0TV-2102435116,Computer,Laptop,"Apple MacBook Pro 13"" 3.3 GHz/i7 16 GB 512 GB",MacBook Pro
Apple,Z0UB-2000339428,Computer,Laptop,"Apple MacBook Pro Touch Bar 15.4"" Core i7 3.1GHz 16GB 2TB - Space Gray",MacBook Pro
Apple,Z0UB-2102745029,Computer,Laptop,APPLE MBP TB 15.4 SG 3.1 512GB RP560 (4647957),MacBook Pro
Apple,Z0UH-2000339889,Computer,Laptop,"Apple MacBook Pro 13.3"" Core i7 2.5GHz 16GB 256GB SSD - Space Gray",MacBook Pro
Apple,Z0UD-2102745056,Computer,Laptop,APPLE MBP TB 15.4 SL 3.1 2TB RP560 (4647976),MacBook Pro
Apple,Z0UM-2000339861,Computer,Laptop,"Apple MacBook Pro Touch Bar 13.3"" Core i7 3.5GHz 16GB 512GB - Space Gray",MacBook Pro
Apple,Z0UM-2102742988,Computer,Laptop,APPLE MBP TB 13.3 SG 3.1 16GB 512GB (4648008),MacBook Pro
Apple,Z0UM-2102744002,Computer,Laptop,APPLE MBP TB 13.3 SG 3.5 16GB 512GB (4648020),MacBook Pro
Apple,Z0V7-2000360752,Computer,Laptop,"BTO MacBook Pro 13"" TouchBar w/ID 2.3GHz Core i5/16GB/256GB SSD/Space Gray",
Apple,Z0V1-2000387861,Computer,Laptop,"Apple MacBook Pro Touch Bar 15.4"" Core i9 2.9GHz 32GB RAM 2TB - Space Gray",MacBook Pro
Apple,Z0VD-2000381219,Computer,Laptop,"Apple MacBook Air with Retina 13.3"" Core i5 16GB RAM 256GB SSD - Space Gray",MacBook Air
Apple,Z0W3-2104671941,Computer,Desktop,BTO APPLE MP 8C 3.5 4 96,BTO APPLE MP 8C 3.5 4 96
Apple,Z0W3-2110352451,Computer,Desktop,BTO APPLE MP 12C 3.3 1 96,BTO APPLE MP 12C 3.3 1 96
Apple,Z0W3-2110352454,Computer,Desktop,BTO APPLE MP 12C 3.3 4 96,BTO APPLE MP 12C 3.3 4 96
Apple,Z0W3-2110421795,Consumable,Cable,BTO APPLE MP 8C 3.5 8 96,BTO APPLE MP 8C 3.5 8 96
Apple,Z0WQ-2000430191,Computer,Laptop,"Apple MacBook Pro 13"" Core i7 2.8GHz 16GB 256GB - Touch Bar - Space Gray",MacBook Pro
Apple,Z0WQ-2000430187,Computer,Tablet,"Apple MacBook Pro 13"" Core i5 2.4GHz 16GB 1TB - Touch Bar - Space Gray","Apple MacBook Pro 13"" Core i5 2.4GHz 16GB 1TB - Touch Bar - Space Gray"
Apple,Z0WQ-2000430195,Computer,Tablet,"Apple MacBook Pro 13"" Core i7 2.8GHz 16GB 1TB - Touch Bar - Space Gray","Apple MacBook Pro 13"" Core i7 2.8GHz 16GB 1TB - Touch Bar - Space Gray"
Apple,Z0XZ-2000472579,Computer,Laptop,"Apple MacBook Pro 16"" Core i7 2.6GHz 16GB 1TB Radeon Pro 5300M - Space Gray",MacBook Pro
Apple,Z0X1-2000443701,Computer,Laptop,"Apple MacBook Air 13"" Retina Core i5 1.6GHz 16GB RAM 512GB SSD - Space Gray",MacBook Air
Apple,Z0XZ-2000473524,Computer,Laptop,"Apple MacBook Pro 16"" Core i9 2.4GHz 64GB 2TB Radeon Pro 5500M - Space Gray",MacBook Pro
Apple,Z0XZ-2000472592,Computer,Laptop,"Apple MacBook Pro 16"" Core i7 2.6GHz 16GB 512GB 5500M - Space Gray","Apple MacBook Pro 16"" Core i7 2.6GHz 16GB 512GB 5500M - Space Gray"
Apple,Z0Y0-2000473540,Computer,Laptop,"Apple MacBook Pro 16"" Core i9 2.3GHz 32GB 1TB Radeon Pro 5500M - Space Gray","Apple MacBook Pro 16"" Core i9 2.3GHz 32GB 1TB Radeon Pro 5500M - Space Gray"
Apple,Z0XZ-2000473529,Computer,Tablet,"Apple MacBook Pro 16"" Core i9 2.4GHz 64GB 4TB Radeon Pro 5500M - Space Gray","Apple MacBook Pro 16"" Core i9 2.4GHz 64GB 4TB Radeon Pro 5500M - Space Gray"
Apple,Z0XZ-2104321907,Computer,Laptop,"Apple MacBook Pro 16"" Core i7 2.6GHz 16GB RAM 1TB 5300M - Space Gray",MacBook Pro
Apple,Z0Y0-2000473564,Computer,Laptop,"Apple MacBook Pro 16"" Core i9 2.3GHz 32GB 1TB Radeon Pro 5500M - Space Gray","Apple MacBook Pro 16"" Core i9 2.3GHz 32GB 1TB Radeon Pro 5500M - Space Gray"
Apple,Z0Y0-2000473566,Computer,Laptop,"Apple MacBook Pro 16"" Core i9 2.3GHz 64GB 1TB Radeon Pro 5500M - Space Gray","Apple MacBook Pro 16"" Core i9 2.3GHz 64GB 1TB Radeon Pro 5500M - Space Gray"
Apple,Z0Y1-2000694643,Computer,Laptop,"Apple MacBook Pro 16"" Core i9 9th Gen 2.4GHz 64GB RAM 2TB SSD - Silver","Apple MacBook Pro 16"" Core i9 9th Gen 2.4GHz 64GB RAM 2TB SSD - Silver"
Apple,Z0Y6-2000519269,Computer,Laptop,"Apple MacBook Pro with Touch Bar 13"" 16GB 1TB - Space Gray","Apple MacBook Pro with Touch Bar 13"" 16GB 1TB - Space Gray"
Apple,Z0Y6-2000519267,Computer,Laptop,"Apple MacBook Pro with Touch Bar 13"" 16GB 512GB - Space Gray","Apple MacBook Pro with Touch Bar 13"" 16GB 512GB - Space Gray"
Apple,Z0Y6-2000519270,Computer,Laptop,"Apple MacBook Pro with Touch Bar 13"" 32GB 1TB - Space Gray","Apple MacBook Pro with Touch Bar 13"" 32GB 1TB - Space Gray"
Apple,Z0YJ-2000505925,Computer,Laptop,"Apple MacBook Air 13"" 1.1GHz Quad-Core i5 16GB RAM 1TB SSD - Space Gray",MacBook Air
Apple,Z0Y8-2000519282,Computer,Laptop,"Apple MacBook Pro with Touch Bar 13"" 16GB 512GB - Silver","Apple MacBook Pro with Touch Bar 13"" 16GB 512GB - Silver"
Apple,Z0Y8-2000519284,Computer,Laptop,"Apple MacBook Pro with Touch Bar 13"" 16GB 1TB - Silver","Apple MacBook Pro with Touch Bar 13"" 16GB 1TB - Silver"
Apple,Z0ZX002PA,Computer,Desktop,Apple iMac 27in 5K 3.8GHZ I7 32GB 2TB SSD 5500XT MM NUM KB STD,iMac 27in
Apple,Z0ZV-2000571913,Computer,Desktop,"Apple iMac 27"" Retina 5K Core i5 10th Gen 3.1GHz 16GB RAM 256GB RP 5300","Apple iMac 27"" Retina 5K Core i5 10th Gen 3.1GHz 16GB RAM 256GB RP 5300"
Apple,Z11B-2000762528,Computer,Laptop,"Apple MacBook Pro 13"" M1 16GB RAM 1TB SSD - Space Gray",MacBook Pro
Apple,Z148-2000570149,Computer,Desktop,"Apple iMac 21.5"" Retina 4K Core i7 8th Gen 3.2GHz 16GB RAM 256GB RP 560X","Apple iMac 21.5"" Retina 4K Core i7 8th Gen 3.2GHz 16GB RAM 256GB RP 560X"
Apple,Z148-2000570144,Computer,Laptop,"Apple iMac 21.5"" Retina 4K Core i7 8th Gen 3.2GHz 16GB RAM 1TB RP 560X","Apple iMac 21.5"" Retina 4K Core i7 8th Gen 3.2GHz 16GB RAM 1TB RP 560X"
Apple,Z14W-2002091293,Computer,Laptop,"Apple MacBook Pro 16"" M1 Pro 10C16C 32GB RAM 1TB SSD - Space Gray","Apple MacBook Pro 16"" M1 Pro"
Apple,Z14W-2002091294,Computer,Laptop,"Apple MacBook Pro 16"" M1 Pro 10C16C 32GB RAM 2TB SSD - Space Gray","Apple MacBook Pro 16"" M1 Pro 10C16C 32GB RAM 2TB SSD - Space Gray"
Apple,Z14X-2002091445,Computer,Laptop,"Apple MacBook Pro 16"" M1 Max 10C32C 64GB RAM 4TB SSD - Space Gray","Apple MacBook Pro 16"" M1 Max 10C32C 64GB RAM 4TB SSD - Space Gray"
Apple,Z14X-2002091444,Computer,Laptop,"Apple MacBook Pro 16"" M1 Max 10C32C 64GB RAM 2TB SSD - Space Gray","Apple MacBook Pro 16"" M1 Max"
Apple,Z14X-2002119560,Computer,Laptop,"Apple MacBook Pro - 16"" - M1 Max - 64 GB RAM - 1 TB SSD - Space Gray","Apple MacBook Pro 16"" M1 Max"
Apple,Z15G-2002091066,Computer,Laptop,"Apple MacBook Pro 14"" M1 Pro 10C14C 16GB RAM 1TB SSD - Space Gray","Apple MacBook Pro 14"" M1 Pro 10C14C 16GB RAM 1TB SSD - Space Gray"
Apple,Z14Z-2110577126,Computer,Laptop,"BTO APPLE MBP 16"" 10C 1 32","BTO APPLE MBP 16"" 10C 1 32"
Apple,Z15G-2002091071,Computer,Laptop,"Apple MacBook Pro 14"" M1 Pro 10C14C 32GB RAM 1TB SSD - Space Gray",Apple MacBook Pro M1 Pro
Apple,Z15H-2002091161,Computer,Laptop,"Apple MacBook Pro-14.2""-M1 Pro-32 GB RAM 1tb SSD US",Apple MacBook Pro M1 Pro
Apple,Z15H-2002091181,Computer,Laptop,APPLE MBP 14 M1M 10C32C 32 1TB SG,APPLE MBP 14 M1M 10C32C 32 1TB SG
Apple,Z15H-2002091170,Computer,Laptop,"Apple MacBook Pro 14"" M1 Max 10C24C 32GB RAM 1TB SSD - Space Gray",Apple MacBook Pro M1 Max
Apple,Z15J-2002090698,Computer,Laptop,"Apple MacBook Pro 14"" M1 Pro 8C14C 32GB RAM 1TB SSD - Silver",Apple MacBook Pro M1 Pro
Apple,Z15K-2002091207,Computer,Laptop,"Apple MacBook Pro 14"" M1 Max 10C32C 32GB RAM 1TB SSD - Silver",Apple MacBook Pro M1 Max
Apple,Z15K-2002091195,Computer,Laptop,"Apple MacBook Pro 14"" M1 Max 10C24C 64GB RAM 1TB SSD - Silver",Apple MacBook Pro M1 Max
Apple,Z15T-2002146708,Computer,Laptop,"Apple MacBook Air - 13"" - M2 - 8C10C - 16 GB RAM - 512 GB SSD - Space Grey","Apple MacBook Air - 13"" - M2 - 8C10C - 16 GB RAM - 512 GB SSD - Space Grey"
Apple,Z160-2002146962,Computer,Laptop,"Apple MacBook Air - 13"" - M2 - 8C8C - 24 GB RAM - 1 TB SSD - Midnight","Apple MacBook Air - 13"" - M2 - 8C8C - 24 GB RAM - 1 TB SSD - Midnight"
Apple,Z15T-2002146709,Computer,Laptop,"Apple MacBook Air - 13"" - M2 - 8C10C - 16 GB RAM - 512 GB SSD - Space Grey","Apple MacBook Air - 13"" - M2 - 8C10C - 16 GB RAM - 512 GB SSD - Space Grey"
Apple,Z17G-2002179846,Computer,Laptop,"Apple MacBook Pro - 14"" - M2 Pro - 16 GB RAM - 512 GB SSD - Space Gray","Apple MacBook Pro - 14"" - M2 Pro - 16 GB RAM - 512 GB SSD - Space Gray"
Apple,Z16T-2002141680,Computer,Laptop,"Apple MacBook Pro - 13"" - M2 - 8C10C - 16 GB RAM - 256 GB SSD - Silver",Apple MacBook Pro M2
Apple,Z17H-2002180528,Computer,Laptop,"Apple MacBook Pro - 14"" - M2 Pro - 32 GB RAM - 1 TB SSD - Space Gray","Apple MacBook Pro - 14"" - M2 Pro - 32 GB RAM - 1 TB SSD - Space Gray"
Apple,Z17M-2002180517,Computer,Laptop,"Apple MacBook Pro - 14"" - M2 Max - 32 GB RAM - 2 TB SSD - Silver","Apple MacBook Pro - 14"" - M2 Max - 32 GB RAM - 2 TB SSD - Silver"
Apple,Z17J-2002179883,Computer,Laptop,"Apple MacBook Pro - 14"" - M2 Max - 32 GB RAM - 4 TB SSD - Space Gray","Apple MacBook Pro - 14"" - M2 Max - 32 GB RAM - 4 TB SSD - Space Gray"
Apple,Z17Z-2002206676,Computer,Desktop,Apple Mac Studio - USFF - M2 Max - 32 GB RAM - 512 GB SSD - Silver,Apple Mac Studio - USFF - M2 Max - 32 GB RAM - 512 GB SSD - Silver
Apple,Z17Z-2002206678,Computer,Desktop,Apple Mac Studio - USFF - M2 Max - 32 GB RAM - 2 TB SSD - Silver,Apple Mac Studio - USFF - M2 Max - 32 GB RAM - 2 TB SSD - Silver
Apple,Z18L-2002206056,Computer,Laptop,"Apple MacBook Air - 15"" - M2 - 16 GB RAM - 256 GB SSD - Space Gray","Apple MacBook Air - 15"" - M2 - 16 GB RAM - 256 GB SSD - Space Gray"
Apple,Z18T-2002206808,Computer,Laptop,"Apple MacBook Air - 15"" - M2 - 16 GB RAM - 512 GB SSD - Midnight","Apple MacBook Air - 15"" - M2 - 16 GB RAM - 512 GB SSD - Midnight"
Apple,Z1AZ-2002232202,Computer,Laptop,"Apple MacBook Pro - 14"" - M3 Max - 128 GB RAM - 2 TB SSD - Silver","Apple MacBook Pro - 14"" - M3 Max - 128 GB RAM - 2 TB SSD - Silver"
Apricorn,A25-3PL256-1000F,PeripheralDevice,Hard-Drive,Apricorn 1TB Aegis Fortress FIPS 140-2 Level 2 Secure USB 3.0 Portable Drive,
Apricorn,A25-3PL256-2000F,PeripheralDevice,Hard-Drive,Apricorn 2TB Aegis Fortress FIPS 140-2 Level 2 Secure USB 3.2 Gen 1 Portable Hard Drive,Apricorn 2TB Aegis Fortress FIPS 140-2 Level 2 Secure USB 3.2 Gen 1 Portable Hard Drive
Apricorn,ADT-3PL256-2000,Consumable,Locking Equipment,APRICORN AEGIS PADLOCK 2TB USB HD (2557601),Aegis Padlock
Apricorn,AFL3-2TB,PeripheralDevice,Hard-Drive,Apricorn Aegis Fortress L3 - hard drive - 2 TB - USB 3.1 - TAA Compliant,Apricorn Aegis Fortress L3 - hard drive - 2 TB - USB 3.1 - TAA Compliant
Apricorn,ADAPTER-USB-A-C,Consumable,Adapter, Apricorn - USB-C adapter - 24 pin USB-C to USB Type A - 6 in, Apricorn - USB-C adapter - 24 pin USB-C to USB Type A - 6 in
Apricorn,AFL3-500,PeripheralDevice,Hard-Drive,Apricorn Aegis Fortress L3 - hard drive - 500 GB - USB 3.1 - TAA Compliant,Apricorn Aegis Fortress L3 - hard drive - 500 GB - USB 3.1 - TAA Compliant
Apricorn,ANVX-500GB,PeripheralDevice,Hard-Drive,Apricorn Aegis NVX - SSD - 500 GB - USB 3.2 Gen 2 - TAA Compliant,ANVX-500GB
Apricorn,ASK3-NXC-128GB,PeripheralDevice,Flash Drive,Apricorn Aegis Secure Key 3NXC - USB flash drive - 128 GB - TAA Compliant,Apricorn Aegis Secure Key 3NXC - USB flash drive - 128 GB - TAA Compliant
Apricorn,ASK3-NXC-32GB,PeripheralDevice,Flash Drive,Apricorn Aegis Secure Key 3NXC - USB flash drive - 32 GB - TAA Compliant,Apricorn Aegis Secure Key 3NXC - USB flash drive - 32 GB - TAA Compliant
Apricorn,ASK3-NXC-64GB,PeripheralDevice,Flash Drive,Apricorn Aegis Secure Key 3NXC - USB flash drive - 64 GB - TAA Compliant,Apricorn Aegis Secure Key 3NXC - USB flash drive - 64 GB - TAA Compliant
Arcana Development,0700SM,,,,
Arcana Development,0700SMM36,,,adTempus Standalone\Controller,
Arcana Development,0701SMM36,,,adTempus Agent Only,
Articulate,RES-09-STD,,,Studio,
Arclyte Technologies,PL03369,Consumable,Bulb,Arclyte Technologies Infocus Sp-Lamp-019 OEM Bulb,Infocus Sp-Lamp-019 OEM Bulb
Articulate,RES-09-PRO,,,Studio,
Asus,CHROMEBIT-B013C,Consumable,Accessory,ASUS Chromebit CS10 B013C - stick - Cortex-A17 RK3288C - 2 GB - 16 GB,ASUS Chromebit CS10 B013C
Asus,CHROMEBOX 3-N017U,Computer,Desktop,ASUS Chromebox 3-N017U Celeron 3865U 4GB RAM 32GB,ASUS Chromebox 3
Asus,MB168B,Consumable,Display,"ASUS MB168B 15.6"" LED - Black Silver","Asus MB168B 15.6"" LED"
